cleaned_text,label,keyword_tag,is_profanity,is_insult,is_hate_speech,is_toxic
"​ amigoluk yapmak doğru konuşmak değildir.beşiktaş aleyhinde bir şey olunca konuşup,beşiktaş lehinde olunca konuşmuyorsa bu doğru konuşmak değildir,adaletsizlikdir",0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
ne lan bir herifsin,,,1,1,0,1
adam bu gidişle başkalarını öldürecek.,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
mülteciler defolsun!!!,,,0,1,1,1
cidden kim bunlar?😅😅,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
kes sesini kuduz,,,0,1,0,1
"hakem ile oyuncunun diyalogu, gülüşmeleri, tokalasmalari cok iyi. bizde olsa hakem dediğim dedik der penalti vermez var cagirmaz. penaltıyı verse gülüşse şike var derler. o özgüven, rahatlık hakemlerimizde yok. kim ne der baskısı umurunda değil bu hekemin",0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,1,0,1
gerçekten yalaka mısın,,,0,1,0,1
bu millete ihanet edenler bedel ödeyecek,,,0,1,1,1
lan suriyeliler dışarı,,,0,1,1,1
şerefsiz herif,,,0,1,0,1
küfürleri keremmi ediyo,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
Allah'ın sürtüku,,,1,1,0,1
reklam için yapmış olabilirler,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
bugün 7 liraya ekmek alınmıyor,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
bencede çok iyi yaptı,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
tamda akp varan sarlatanı anlatmışsın 😅😅😅😅,0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,0,0,0
geldi benim therapie 🤣🤣🤣,0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,0,0,0,0
kardeş kavgası,0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,0,0,0,0
DEFOLUN GIDIN BU ÜLKEDEN,,,0,1,1,1
siktir seni,,,1,1,0,1
değisikmisin oglum yunus alt yapı oyuncusu.,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",1,0,0,1
beni bunla kandırdılar got korkusu girdii,0.0,Telefon Şakası    komik ses kaydı,0,0,0,0
yunus u leicester geri gönderince yalama modunu açmış 😂,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
eyvallah,0.0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem",0,0,0,0
seren yılların sanatçısı bircan km,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
keloğlan'daki devler gibi,0.0,Deep Humor Karma Röportaj Serisi (Vol19),1,0,0,1
bas git it,,,0,1,0,1
hepiniz kürtler bölücüdür,,,0,1,1,1
"bu nasıl bir modaretör ya? uslup korkunç, tavırlar korkunç...",0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,0,0,0
sen tam bir şerefsizsın,,,0,1,0,1
ananı s.k,,,1,1,0,1
hepiniz ülkeyi sattınız vatan hainleri,,,0,1,1,1
"sokak röportajcılarına troll diyenler ulan hiçmi röportaj izlemiyorsunuz z dayı ayhan erol abi hasan köksoy arif kocabıyık zasparagas tv vs ismini saymadığım bu kişiler parti gözetmeksizin halkın her kesiminin esnaf işçi memur öğrenci emekçi mağdur kişilerin sorununu dillendiriyor mikrofon uzatıyor sizin sesinizi sadece onlar dile getiriyor ve mikrofon uzatırken ak partilimisin mhpli misin hdplimisin ayrımı yok herkesi konuşturuyorlar,halada muhabire muhalif diyerek kimi neyi savunuyorsunuz bu küllahlı abi gibiler tam mal ne diyeyim",0.0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları,1,1,0,1
senin ben yosma,,,1,1,0,1
AJAN BUNLAR AJAN,,,0,1,1,1
"oy kaybetmesi için piyasaya sürülen bu videolar oy potansiyelini arttırıyor, teşekkürler ince adamsın",0.0,Muharrem ince küfür,0,0,0,0
3:11 mustafa basmaaaaaaaaaaaaaaa,0.0,RRaenee - TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #239 İzliyor | @Traffic.Channel,0,0,0,0
o.c chp,0.0,Bütçe Görüşmelerinde Gerilim Tırmandı: CHP Ve AKP Milletvekilleri Arasında Yumruklu Kavga Çıktı!,0,0,0,0
​ aynen zenginlere bile dokunur bu meblağ.,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,0,0,0
sen tam bir koyunsın,,,0,1,0,1
evet videoyu çeken arkadaş.videonun 3dk 50. saniyesinde ''insanlık dersi verelim insanlık dersi yapmayın salaklar'' derken kime diyor akçaabat sebat taraftarına diyor heralde.,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,1,0,1
dinsiz imansız vatan hainleri,,,0,1,1,1
kedı yetişemediği ete mundar dermiş kıpayı kaybedınce teneke oluyor lan siz varya harbi komedısınız💛💙💛💙🤣🤣🤣 sözüm ona büyük bir camiaya büyük bir takım yaa herkes pisimen dıyor 😂😂😂,0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,1,0,0,1
❤️❤️❤️,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,0,0,0
yine motorcular haksız,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
​ kesin malum partidendir,0.0,"""Are you a bandit?"" Undercover Police Officer Issues Slap-Like Warning to Motorcyclist Kicking in...",0,1,0,1
"tribünlerin büyük çoğunluğu taşkınlık yapmamasına rağmen, olaylara rağmen pek çok fenerbahçe taraftarının ısrarla sükunetini korumasına rağmen, sözüm ona polislerin anlamsızca biber gazı sıkarak, şiddet uygulayarak olayları nasıl tirmandırdığına şahit olduk. belki de bu olaylar yaşanmasaydı, tarihin en fair play içerikli videosunu izliyor olacaktık...",0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,1,1,0,1
yapmadığımız ispatlandı :)ağlayabilirsin şimdi,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,1,0,0,1
bıktık senin gibi vasıfsızlardan,,,0,1,0,1
yallah arabistana,,,0,1,1,1
"saldırı ve darp, vandalizm, tehdit. tutuklanıp 4-5 yıl içeride kalması lazım.",0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,1,1,0,1
dızo problemi arabada çoluk çocuk var mı yok mu umurlarında değil,0.0,🔴 A fight broke out in traffic!,0,0,0,0
dayılanan çocuk normalde korktu arkasına kalabalığı aldığı için böyle yargı dağıtarak koşuyor,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,1,1,0,1
iki taraf da kusurlu..ama sedat peker devreye girmiş uykusuz geceler başlıyor yumruk atan için,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
hayatımda gördüğüm en büyük ahmak,,,0,1,0,1
derim demem bu beni ilgilendirir senin küfür etmen seni benim küfür etmem beni ilgilendirir. kimsenin kimsenin söyleyeceği kelimeye karışma hakkı yok,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
bas git yalaka,,,0,1,0,1
"imama bak cemaate bak. imam böyle olursa cemaat ne yapar siz düşünün. bu partilerin hepsi kapatılmalı, milletvekilleri maaşları da asgari ücret olmalı",0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,1,1,0,1
aynen öyle,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
sen tam bir onursuzsın,,,0,1,0,1
abartmak neden hiç anlamam,0.0,Real Madrid Takım Otobüsü Taşlandı! İşte Saldırı Anları !!! (Real Madrid Team Bus),0,0,0,0
mesele o değil ama anlayabileceginixi sanmıyorum,0.0,Metroda şarkı kavgası!,0,0,0,0
gerçekten vasıfsız mısın,,,0,1,0,1
yok knk burası türkiye,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
kart ona ait olsaydı el konulmaz idi karta. akrabasının kartını kullancak ne güzel dünya,0.0,Otobüs şoförü yolcuyla tartıştı!,1,1,0,1
aradığım yorum...,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
seren fake den gelmiş nenemgil kendini övüyor😂,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
djııkunun ahını aldınız eğer o kart dogru olsa zaten kendini yırtmazdı sevinirken soyunma odasında maç içi anladı sizin işleri kırmızı karttan sonraki mimiklerine bak tiyatrocu camianın tiyatrocu oyuncusuna helal olsun guzel oynadı sahneyi,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
süre doldu,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
aynen 😅,0.0,TIRCIYLA BÜYÜK KAVGA! Türkiye'de Yaşanan Motorcu Kavgaları ve Kazaları! (330) Trafik Kavgaları! 2026,0,0,0,0
"akkoyunlu devleti, doğu anadoluda kurulan,yüce bir türk devleti. hadini bil.bir türk devleti 'ne hakaret edemezsin",0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,1,1,0,1
star zaten bircanın güzel bir özelliğini söyleyin yok,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
ne güzel be güle güle tartışıyor insanlar. ışte görmek istediğimiz türkiye bu.,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
gerçekten köpek mısın,,,0,1,0,1
al sana vamos,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
ananı piç,,,1,1,0,1
ulan fırat ilk yarıdan selçuk şahini sonra da sabriyi çat çat diye atsan hepsi süt dönmüş kediye dönecekti kaşarlık yaparsan böyle boks maçı yönetirsin işte :d,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,1,0,0,1
YALLAH ARABISTANA,,,0,1,1,1
hayatımda gördüğüm en büyük sığır,,,0,1,0,1
bizim burda yaşıyor bu eleman kütahya tavşanlı ilçesinden :)),0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
hayatımda gördüğüm en büyük davar,,,0,1,0,1
kadin şizofren sanirim,0.0,Otobüs şoförü yolcuyla tartıştı!,0,1,0,1
"babelin ilk yarida attigi golûn ofsaytla alakasi yok, gol resmen gûme gitmis 90 yillardan gelen aliskanligi yine sûrdûrmûs hakemler besiktasa karsi",0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,1,1,0,1
belhanda ikinci sarı görünce fatih terim: belhandaya geç lan şuraya😂😂,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,1,0,0,1
bizimkiler hatasından dönmeyi bırak penaltıyı bile vermezler,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,0,0,0
o kadar bıber gazını sende ye sende atlarsın okumadınmı yazıları yuh!!!,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
ne kadar zürriyetsiz birisin,,,0,1,0,1
bıktık senin gibi çomarlardan,,,0,1,0,1
açık hava tımarhanesi,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
3-1 ve 2-1 den sonra da aynısı dediler oostervolde neden o maçlardan sonra vamoos demedi? ;),0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
"gelmiş geçmiş denyolar kıralı, igrenç",0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
sayın bakanımız chp yi silkeledi,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,0,0,0
HEPINIZ IDAM EDILMELISINIZ,,,0,1,1,1
siktir göt,,,1,1,0,1
"çift maaş alirken hiç bu ,boks kulubunu görmüyoruz . sesiniz çikmiyor . 600 kişinin bu memlekete ne faydası var ?",0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,1,0,0,1
çok teşekkür ederim 🙏,0.0,TIRCIYLA BÜYÜK KAVGA! Türkiye'de Yaşanan Motorcu Kavgaları ve Kazaları! (330) Trafik Kavgaları! 2026,0,0,0,0
insanın gözü nasıl çocukları görmez?? öyle bir durumda tek odak noktası çocuklar olması lazım.bu travma unutulmaz.,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
macaristan 🇭🇺 atasözü:sarhoş er geç ayılır. cahil hiç bir zaman 😂😂😂,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,1,0,1
katılıyorum,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,0,0,0
aynen bir kanalın kaliteli ve popüler olduğunun ilk kanıtı hd ve 4k yayın yapabilmeleridir tv100 kanalı cnn türk - haber türk - a haber ve kanal d - atv - fox - show - trt gibi popüler kanalların yaptığı kaliteli yayınla birebir ama çalışanlar sorunlu mesela cnn türk te kavga çıktığında sipiker hemen reklama giriyor,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,1,0,1
allah o nizam değneğini bir gün masumlara da verir.💛💙🇹🇷🌍⚖️,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
iç savaş kapıda,0.0,Metroda şarkı kavgası!,0,0,0,0
kes sesini öküz,,,0,1,0,1
fenerbahçe-d.kiev maçındada putin tezerhuatları yapan fener taraftarıda aynı zihniyyetde...,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,0,0,0,0
lan mülteciler defolsun,,,0,1,1,1
maalesef ki öyle.,0.0,Real Madrid Takım Otobüsü Taşlandı! İşte Saldırı Anları !!! (Real Madrid Team Bus),0,0,0,0
defolun gidin bu ülkeden,,,0,1,1,1
240k izlenme nerde,0.0,RRaenee - TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #239 İzliyor | @Traffic.Channel,0,0,0,0
videonun ilk dakikalarındaki dayıya çok üzüldüm bunun gibi insanların anca gücü karşılık veremeyenlere yeter,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
her olayda bu adamın başına geliyor,0.0,RRaenee - TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #239 İzliyor | @Traffic.Channel,0,0,0,0
sarıklı abi edepli olmasa kavga çıkardı,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
sen tam bir çapsızsın,,,0,1,0,1
o arayan kimdi orası efsayneydi 😅,0.0,MÜMTAZREİS SON DAKİKA GOLÜYLE ÇILDIRDI😂 FENERBAHÇE 1-1 GALATASARAY #fenerbahçe #galatasaray ,0,0,0,0
7:31 oha,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
sen tam bir haysiyetsizsın,,,0,1,0,1
a1 bulursan sevin,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
kes lan kaltak,,,1,1,0,1
magandaymış ne magandası önüne bak ozman,0.0,"""Bisikletli maganda"" dehşet saçtı!",0,0,0,0
ne gaspı efendim başkasının kartını kullanan yolcunun kartına el koyulur bu böyledir sizin için kural mı değişsin,0.0,Otobüs şoförü yolcuyla tartıştı!,1,0,0,1
YAHUDI TOHUMU BUNLAR,,,0,1,1,1
şunları bide oturup dinleyenler var,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
YUNAN TOHUMU,,,0,1,1,1
lan bu ırkı yok etmek lazım,,,0,1,1,1
butun sahanin inmesi lazimdı,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
cahiliye dönemi 😂😂. laf anlatamazsın,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,1,0,1
hepiniz soysuz köpekler,,,0,1,1,1
aradigim yorum yemin ederim şu insanları görünce halime şükür ediyorum,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,1,0,1
hırsızlara hırsız olduğunu söylerseniz gelir size ahlak dersi verir,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,0,0,0
çok doğru bir tespit tebrik ederim,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,1,0,1
ziiiiyaaaaaaaaaaaaaaa.,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,0,0,0
ahhahauhaua 4 saatte akraba bile olurlar.,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
.kara26 o nasıl bir üslup. yazık size.,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
ulan eskiden en azından ne kadar saçma şeyler söylediklerini anlıyorduk şimdi o kadar saçma konuşuyorlar ki anlaşılmıyor,0.0,Deep Humor Karma Röportaj Serisi (Vol22),1,0,0,1
hayatımda gördüğüm en büyük aptal,,,0,1,0,1
zorlu hava şartlarına rağmen röportajımız yayınlandı.. bizlere destek olmak için hype puanı verip yorum beğeni ve paylaşım yapmayı unutmayın 🙏🙏,0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,1,0,0,1
yumruğu yiyen kaşınıyor onu anladık ama ailesi yanında olanla fiziki temasa girilmesi olmamış,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,1,0,0,1
hepiniz idam edilmelisiniz,,,0,1,1,1
3:10da ziplarken ben bole devam!,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
"sonra ekrana yine bir yazı geliyor ''çoluk çocuğun yaşlı teyzelerin olduğu kale arkasındaki taraftarlarımıza durup dururken 8 el biber gazı bombası attılar, bu yüzden can havliyle gazdan etkilenmemek için sahadan dışarı çıkmak istediler''",0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
5:07 😂😂,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
yumruğu yiyen vatandaş kendi çocukları için düşündüğünün binde birini de başkaşarının evlatlarına düşünse bu tatsız olay gerçekleşmezdi.,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,1,0,0,1
her dakika olay olduğu için normal 😅 bende ordayım,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,1,0,1
bıktık senin gibi ahmaklardan,,,0,1,0,1
en büyük cunup onlar zaten,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
guzel yurdumun guzel insanlari rabbim birligimizi beraberligimizi bozmasin insallah.,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
​ şampiyon mu oldu gs biraz gerçekçi olun daha oynanmamış çok maç var,0.0,MÜMTAZREİS SON DAKİKA GOLÜYLE ÇILDIRDI😂 FENERBAHÇE 1-1 GALATASARAY #fenerbahçe #galatasaray ,0,0,0,0
sus len necesss,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
yalaka herif,,,0,1,0,1
şampiyon olacaktık o sezon…,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
nihat doğandan hallice :d,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
çok iyi beyaa 45 saniyede koptum tam bizden biri,0.0,Muharrem ince küfür,0,0,0,0
marrem yıktın beni maarem neden sevdin beni beni niçin sevdin beni beni ayrılacaktık madem terk edecektin madem marrem marrem yanakların sanki badem maaareeeeeeeeeem,0.0,Muharrem ince küfür,0,0,0,0
kes sesini it,,,0,1,0,1
"her bku düşünmeden yargılıyorsunuz. her gelen nesil daha gelişmiş oluyor. internetle, teknolojiyle iç içe büyüdük. araştırıp sorgulayabiliyoruz ama onların hayatı buna müsait değildi. gençken kafayı çalıştırıp bir yere getiremediysen yaş ilerledikçe köreliyorsun, bunlar gençken neyi vardı ki? okuyan az, teknoloji yok, sefalet var, yoğun çalışma var. dönemine göre düşünmek zorundasın. sen de/siz de sıfır araştırma, sıfır sorgulamaya sahipsin/sahpsiniz.",0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,1,0,1
"@ dönmüyorsa konuşmak zorunda değil. başına tabanca dayamıyorlar. yeteneği olanlara alan bıraksınlar. hayvan gibi, böğürmek zorunda değiller.",0.0,Deep Humor Karma Röportaj Serisi (Vol21),1,0,0,1
eyvallah kardeş,0.0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem",0,0,0,0
ağzına sağlık,0.0,"""Are you a bandit?"" Undercover Police Officer Issues Slap-Like Warning to Motorcyclist Kicking in...",0,0,0,0
evet bi zaman köpek melonuz vardı tam size yakışır cinsten.özlüyosunuzdur,0.0,Fenerbahçe - Galatasaray Derbisinde Tansiyon Yükseldi! İşte Yaşananlar,0,1,0,1
oyuncu olmayan karakter,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
(saaygisizlik) mi sen herhalde o maçı izlemedin,0.0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem",0,0,0,0
ne bacını bir herifsin,,,1,1,0,1
SENIN GIBILERIN SOYUNU KURUTMAK LAZIM,,,0,1,1,1
emre bizi sevmesin bizene sonuçta biz paraya değil parçalıya muhtacız,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
bu hayatta güneş gözlüğü giyen çocuk gibi olacaksın. rahat,0.0,Otobüs şoförü yolcuyla tartıştı!,0,0,0,0
"morel değil la, moral moral...",0.0,"""Are you a bandit?"" Undercover Police Officer Issues Slap-Like Warning to Motorcyclist Kicking in...",0,0,0,0
18:30 😂😂 mümtaz reis seviyoruz seni 🤣🤣,0.0,MÜMTAZREİS SON DAKİKA GOLÜYLE ÇILDIRDI😂 FENERBAHÇE 1-1 GALATASARAY #fenerbahçe #galatasaray ,0,0,0,0
hepiniz senin gibilerin soyunu kurutmak lazım,,,0,1,1,1
zar zor kırıyo bide😂 11:31,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
bok ağızlı,,,1,1,0,1
kendi çocuklarını düşünmeyen baba,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
kavgalar hep konyaspor maci sonrasi olmuş,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
ulan ağızlı,,,1,1,0,1
sen tam bir adisın,,,0,1,0,1
ananı ananı,,,1,1,0,1
özgüre fena kitlemiş...,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,1,0,1
